seller_code,seller_name,seller_trust,seller_safe_sales,seller_customs,seller_items,category_top,sell_method,seller_view,seller_like,seller_chat
3516257,Canmin9283,637.0,1,0,2,노트북/PC,"직거래,택배",277,0,6
3516602,djdueiw,224.0,0,0,1,노트북/PC,택배,12,0,0
3517190,하마베미나미,371.0,0,0,1,가전제품,"직거래,택배",20,0,0
3517401,천지인덕,355.0,0,5,22,가전제품,"직거래,택배",326,0,4
3517707,고뜨리,329.0,0,0,1,패션잡화,택배,23,0,0
3517865,사진찍는용이,825.0,33,1,2,"모바일/태블릿, 가전제품",택배,98,1,3
3518211,Can깡통,639.0,6,2,2,가전제품,"직거래,택배",378,2,3
3518779,찌은님ㅋ,351.0,0,16,1,패션잡화,택배,42,1,0
3519635,sofami97,243.0,0,0,1,가전제품,"직거래,택배",7,0,0
3520266,카스리마78,323.0,0,0,1,가전제품,"직거래,택배",37,1,0
3520316,알라방구맨,339.0,0,0,1,노트북/PC,"직거래,택배",22,0,0
3520666,들에꽃처럼,281.0,0,0,1,가전제품,직거래,51,0,1
3520824,시누,526.0,0,1,3,"노트북/PC, 가전제품",택배,147,0,2
3521047,creamchese,518.0,10,0,2,노트북/PC,"직거래,택배",61,0,1
3521577,신쿠찡,734.0,4,0,6,"노트북/PC, 모바일/태블릿, 가전제품",택배,147,0,1
3521581,관전,668.0,0,0,1,가전제품,"직거래,택배",3,0,0
3521693,블루젤리,776.0,13,0,1,노트북/PC,택배,32,0,0
3521738,ok952812,475.0,0,1,1,패션잡화,택배,9,0,0
3522771,닉네임공모중,424.0,0,0,4,패션의류,"직거래,택배",31,0,0
3522982,하자있어요,751.0,19,0,1,노트북/PC,택배,2,0,0
3523095,손님과손님,426.0,0,0,1,패션의류,"직거래,택배",48,0,1
3523525,Alphazz,471.0,0,0,1,노트북/PC,"직거래,택배,편의점픽업",79,0,0
3524197,언제나봄봄,353.0,2,0,1,가전제품,"직거래,택배,편의점픽업",79,0,0
3524249,kk8471kk,673.0,4,3,6,가전제품,"택배, 직거래,택배",294,0,0
3524407,jxnso,288.0,0,0,1,노트북/PC,"직거래,택배",17,0,0
3525053,농약농약,473.0,0,0,1,모바일/태블릿,"직거래,택배",308,0,2
3525703,봉봉04,248.0,0,0,1,가전제품,"직거래,택배",38,2,0
3526479,dolce민,520.0,0,3,1,가전제품,택배,38,1,0
3526833,노원뚜벅,561.0,1,0,2,노트북/PC,"직거래,택배, 직거래",64,0,0
3527149,라늘차니,719.0,9,1,1,노트북/PC,"직거래,택배",41,0,0
3527754,플룻후니,334.0,0,2,1,가전제품,직거래,9,0,0
3527832,sndia102,669.0,1,1,1,노트북/PC,택배,82,0,1
3528651,산타페그만페,241.0,0,0,1,모바일/태블릿,"직거래,택배",45,0,0
3528827,pink3923,362.0,0,0,1,패션의류,택배,13,0,0
3528983,gasiri,771.0,3,0,3,노트북/PC,"직거래,택배",110,2,1
3529157,효상22,472.0,2,1,1,노트북/PC,"직거래,택배",43,1,1
3529369,나는야파파,505.0,0,0,1,노트북/PC,직거래,220,1,4
3529852,라아반,715.0,2,1,1,모바일/태블릿,택배,14,0,0
3530223,곡스91,532.0,0,0,1,노트북/PC,"직거래,택배",355,1,2
3530372,HANWIN,668.0,3,0,1,노트북/PC,"직거래,택배",22,0,0
3531129,파리해,317.0,0,0,1,패션잡화,"직거래,택배",2,0,0
3531254,로지루지,608.0,0,0,3,노트북/PC,"직거래,택배",93,0,0
3531424,가나다루유,337.0,1,0,1,노트북/PC,택배,94,0,1
3531551,ymym0409,280.0,0,0,3,노트북/PC,"직거래,택배",41,1,1
3531553,Instrument,332.0,0,0,2,패션잡화,택배,32,0,0
3532361,또건,473.0,0,0,1,노트북/PC,직거래,382,3,4
3532539,신경욕,557.0,1,0,1,가전제품,직거래,30,0,0
3532817,hanjh999,537.0,0,0,2,노트북/PC,"직거래,택배",20,0,0
3533325,hyoju0920,715.0,9,7,5,"모바일/태블릿, 가전제품, 패션잡화","직거래,택배,편의점픽업",33,0,0
3533578,잘부탁드여용,385.0,0,1,1,모바일/태블릿,직거래,114,0,2
3533776,방옥탑,704.0,3,0,1,노트북/PC,"직거래,택배",27,0,0
3534264,호두기다려,776.0,89,18,20,"모바일/태블릿, 가전제품, 패션잡화","직거래,택배",972,2,20
3534332,개구리gg,650.0,6,1,4,가전제품,"직거래,택배",359,2,6
3534352,홍당무0909,239.0,0,0,4,"패션잡화, 패션의류","직거래,택배",4,0,0
3534471,메가로도보,447.0,0,0,1,패션잡화,"직거래,택배",37,0,0
3534527,nochil7,589.0,1,0,1,패션의류,"직거래,택배",84,0,0
3534930,양국이,799.0,6,1,1,노트북/PC,"직거래,택배",234,0,2
3535635,직진왕존코너,424.0,2,0,1,패션의류,"직거래,택배",5,0,0
3535646,덴희스,488.0,1,1,1,가전제품,"직거래,택배",61,0,0
3535677,아지트1,299.0,0,0,1,모바일/태블릿,직거래,14,0,0
3536064,아침시리얼,392.0,0,0,1,노트북/PC,택배,23,0,0
3536527,HVFHY,639.0,0,0,1,모바일/태블릿,택배,63,1,1
3536599,sszsssss,575.0,0,0,1,가전제품,"직거래,택배,편의점픽업",52,1,1
3536812,또또바라기,608.0,12,2,1,패션잡화,택배,25,0,0
3536827,쿨거래매너만,284.0,0,0,1,노트북/PC,"직거래,택배",78,0,0
3537030,candyyy,415.0,0,1,1,패션잡화,직거래,16,0,1
3537158,미우랑,526.0,0,0,2,가전제품,"직거래,택배",49,1,1
3537716,b527,381.0,2,0,1,노트북/PC,"직거래,택배",18,0,1
3537886,오쿠리2,371.0,0,0,1,노트북/PC,"직거래,택배",151,0,0
3537952,이리오삼빨리오삼,438.0,1,3,1,노트북/PC,택배,35,1,2
3537970,나나닝1,284.0,0,0,2,패션의류,택배,21,0,0
3537991,ttdkh,717.0,9,0,1,모바일/태블릿,"직거래,택배",130,0,6
3538084,꾸기꾸기밤,438.0,5,0,1,노트북/PC,택배,71,0,0
3538563,pqpqqpqpqp,462.0,0,0,2,패션의류,택배,14,0,0
3538907,누냐냐냥,284.0,0,0,2,노트북/PC,택배,46,0,0
3539222,된사람ㅎㅎㅎ,632.0,1,0,7,노트북/PC,"직거래,택배",738,5,4
3539421,맹구맹맹구,648.0,2,0,18,"노트북/PC, 패션잡화, 패션의류",택배,298,0,1
3539433,삼성프라자시청,389.0,1,0,1,가전제품,"직거래,택배",27,0,0
3539919,한씨마누라,274.0,0,0,1,모바일/태블릿,"직거래,택배",27,0,0
3539925,슈마허님,313.0,1,0,1,노트북/PC,택배,51,0,0
3540142,쿤란딜,678.0,33,11,11,"노트북/PC, 가전제품",택배,408,6,11
3540155,할렐알라,647.0,0,0,1,노트북/PC,"직거래,택배",68,0,0
3540490,중고계새싹,513.0,0,1,2,"패션잡화, 패션의류",택배,29,0,0
3540554,Monkie,636.0,1,0,1,가전제품,직거래,46,0,0
3540771,혀늬혀늬,458.0,0,0,10,가전제품,"직거래,택배, 직거래",555,2,3
3540859,메로나워터,482.0,1,0,1,패션의류,"직거래,택배",23,0,1
3540985,여주살아요,659.0,0,2,1,노트북/PC,직거래,167,0,1
3541120,thirstyoz,350.0,1,1,12,"가전제품, 패션잡화, 패션의류",직거래,142,0,1
3541149,평범한사람잉여,363.0,0,0,3,"노트북/PC, 가전제품","직거래,택배",7,0,0
3541219,bebravebe,226.0,0,0,1,노트북/PC,"직거래,택배",109,6,3
3541291,chloee727,577.0,1,0,2,패션의류,택배,12,0,0
3541380,미야miya12,364.0,0,0,1,패션잡화,택배,24,0,1
3541627,danny4,434.0,0,0,2,패션잡화,"직거래,택배",28,0,0
3541636,ecopiangt,755.0,8,2,3,노트북/PC,택배,13,0,0
3542059,nodamstore,348.0,2,2,2,"가전제품, 패션잡화","직거래,택배",46,0,1
3542069,앨리스나,393.0,0,0,3,패션의류,"직거래,택배",34,0,0
3542165,미르윤,461.0,1,0,1,가전제품,"직거래,택배",303,2,5
3542174,우와아아이,671.0,1,1,1,가전제품,"직거래,택배",296,7,6
3542525,모누monu,394.0,1,0,1,패션잡화,택배,24,0,0
3542752,영웅잉양,298.0,0,0,1,패션잡화,택배,30,0,0
3542951,엄마곗돈1,536.0,7,6,5,"가전제품, 패션잡화",택배,33,0,0
3543011,반응이,491.0,1,0,2,"패션잡화, 패션의류",택배,9,0,0
3543075,으라차아라,353.0,0,1,1,가전제품,"직거래,택배,편의점픽업",24,0,1
3543258,공실이에요,257.0,0,0,1,가전제품,"직거래,택배",9,0,0
3543269,달래아부지,431.0,1,0,1,노트북/PC,"직거래,택배,편의점픽업",14,0,0
3543462,어2쿠yam,280.0,0,0,1,패션의류,"직거래,택배",13,0,0
3543485,222짱,282.0,0,0,1,가전제품,"직거래,택배",142,2,7
3543572,오드스르,615.0,2,0,1,노트북/PC,직거래,143,1,2
3544182,미트보이2,325.0,0,1,1,가전제품,"직거래,택배,편의점픽업",27,0,0
3544385,갈비맛열매,704.0,3,1,1,가전제품,"직거래,택배,편의점픽업",24,0,0
3544684,찡꺅,604.0,3,4,6,"패션잡화, 패션의류",택배,125,0,2
3544789,트러스트림,277.0,0,0,2,노트북/PC,"직거래,택배",22,0,1
3545304,파파컴,490.0,0,19,3,노트북/PC,"직거래,택배",392,0,2
3545626,adgjlyy,353.0,1,0,1,노트북/PC,"직거래,택배",38,0,0
3546675,아이노실버,274.0,0,0,2,패션잡화,택배,9,0,0
3546764,우리곁에주님,399.0,0,0,1,가전제품,택배,34,1,0
3547029,마류마류,378.0,0,2,1,패션잡화,택배,19,0,0
3547137,직거래가편해,556.0,0,1,2,모바일/태블릿,"직거래,택배",27,0,0
3547296,구름팔아요,824.0,7,2,2,"노트북/PC, 모바일/태블릿",택배,60,0,1
3547375,hj101,551.0,2,0,1,패션잡화,택배,12,0,0
3547490,청사과홍시,661.0,4,0,2,패션잡화,택배,63,0,2
3547547,roslein,525.0,3,0,1,가전제품,"직거래,택배",15,0,0
3547607,무혼지객,492.0,0,0,2,노트북/PC,"직거래,택배",72,0,0
3548103,중나20년회원,521.0,10,3,1,노트북/PC,"직거래,택배",82,0,0
3548867,아앙앙아아아아,337.0,0,0,2,패션의류,"직거래,택배",6,0,0
3548913,금소나무,543.0,1,0,4,가전제품,택배,114,1,2
3549144,임환성,235.0,0,0,1,노트북/PC,"직거래,택배",37,0,0
3549314,joshua911,588.0,0,0,2,가전제품,"직거래,택배, 택배",74,2,1
3549409,제발사주세요또륵,486.0,3,0,1,패션의류,"직거래,택배,편의점픽업",38,0,0
3549546,광천수나나,749.0,65,21,1,패션잡화,택배,22,0,0
3549843,도누루,252.0,0,0,1,노트북/PC,택배,64,0,0
3549944,챈니이,351.0,0,0,8,패션의류,택배,165,0,7
3550299,중추가절,771.0,3,0,1,노트북/PC,택배,42,0,0
3550402,rkddmsgi,338.0,0,0,11,"패션잡화, 패션의류",택배,43,0,3
3550421,부산베스트,551.0,2,0,1,노트북/PC,"직거래,택배",31,0,0
3550800,가리키,396.0,0,0,1,패션잡화,직거래,39,0,0
3551126,다팔아버리자ㅋㅋ,245.0,0,0,1,패션잡화,"직거래,택배",16,0,0
3551288,맛있는햄부거,541.0,5,0,3,노트북/PC,"직거래,택배",20,0,1
3551588,에반그레이,409.0,0,0,1,노트북/PC,택배,2,0,0
3552109,nancho2,347.0,0,0,1,패션잡화,"직거래,택배,편의점픽업",16,0,0
3552318,고양이삼용,470.0,0,0,1,노트북/PC,"직거래,택배",230,3,3
3553012,멍몽구리,410.0,0,0,3,"패션잡화, 패션의류","직거래,택배",41,0,0
3553032,리모집업차콜100사,264.0,0,0,1,패션잡화,택배,13,0,2
3553177,godwars,465.0,4,3,2,가전제품,"직거래,택배",106,0,1
3553225,로드모바,414.0,0,1,1,가전제품,직거래,31,0,0
3553582,딕닥,502.0,0,0,3,"노트북/PC, 모바일/태블릿","직거래,택배",133,1,0
3553859,aaaaaron,577.0,0,0,1,노트북/PC,"직거래,택배",99,0,1
3554032,내사랑두부,379.0,0,0,2,"패션잡화, 패션의류",직거래,3,0,0
3554033,경까,318.0,0,0,1,노트북/PC,"직거래,택배",85,0,0
3554190,지롱지롱잉,443.0,1,0,1,노트북/PC,"직거래,택배",7,0,0
3555400,분노의반지,408.0,0,0,3,"노트북/PC, 모바일/태블릿",직거래,112,1,4
3555426,양냥둥둥,593.0,1,0,2,패션잡화,택배,34,0,0
3555461,Misn,266.0,0,0,1,노트북/PC,직거래,22,0,0
3556028,비호봉,698.0,4,2,1,노트북/PC,택배,38,0,0
3556349,초코앙금,256.0,0,0,1,가전제품,택배,30,0,0
3556371,jsnnate,351.0,0,0,2,패션잡화,"직거래,택배",13,0,0
3556484,헨젤이아빠,360.0,0,1,1,가전제품,직거래,43,0,1
3556551,coggiri12,533.0,1,4,1,패션잡화,"직거래,택배",16,0,0
3556850,cutyhyelim,222.0,0,0,1,패션의류,택배,10,0,3
3557206,나야드,330.0,0,0,1,패션잡화,택배,20,0,0
3557579,프랭글쓰,570.0,2,0,4,"패션잡화, 패션의류",택배,19,0,1
3557652,dreake2,358.0,0,0,1,노트북/PC,직거래,4,0,0
3557799,ajmind,353.0,1,0,1,노트북/PC,직거래,21,0,1
3558769,꼬마앙마뽕블리,542.0,1,0,6,가전제품,"직거래,택배",56,1,0
3558930,서곡마을,749.0,1,3,2,가전제품,"직거래,택배",238,2,6
3558962,헤리티쥐,247.0,0,0,2,가전제품,직거래,55,0,0
3559226,하늘연못79,482.0,2,0,1,가전제품,"직거래,택배",60,2,2
3559486,유원재,815.0,21,3,1,노트북/PC,"직거래,택배",112,0,0
3559638,끄림빵,442.0,4,0,1,가전제품,택배,11,0,0
3559972,인사만하고읽씹시차단,598.0,2,0,1,패션잡화,"직거래,택배",9,0,0
3560200,라미띠,336.0,0,0,1,노트북/PC,택배,16,0,0
3560325,부잣지미,665.0,2,0,1,가전제품,직거래,50,0,0
3560430,스트로베리치즈,346.0,0,2,4,패션잡화,택배,50,0,0
3561377,젤리좋아해,325.0,0,0,1,노트북/PC,"직거래,택배,편의점픽업",77,0,0
3561443,랑진2,410.0,1,0,2,가전제품,"직거래,택배",43,0,0
3561652,주섬주섬2,301.0,0,0,1,노트북/PC,직거래,6,0,0
3562020,스오미,553.0,0,5,2,패션잡화,택배,10,0,0
3562927,리틀블럭,605.0,9,23,8,패션의류,택배,437,0,10
3563065,이쁜옷은날개,727.0,7,6,1,모바일/태블릿,"직거래,택배",32,0,0
3563563,달콤민트냥,330.0,0,0,1,패션의류,"직거래,택배",15,0,0
3563841,Beast0o0,520.0,0,1,5,패션의류,택배,54,0,0
3564168,상융,811.0,3,0,1,패션잡화,"직거래,택배",69,1,1
3564352,카이사르조,509.0,0,0,3,모바일/태블릿,"직거래,택배",27,0,0
3564871,휴대폰창고,567.0,4,3,46,모바일/태블릿,"직거래,택배",1651,13,26
3565223,평범한사람66661,359.0,0,0,1,패션의류,"직거래,택배",15,0,0
3565235,GD레코드,596.0,3,0,2,패션의류,택배,125,0,0
3565304,상점77호,457.0,0,0,1,가전제품,"직거래,택배",46,0,0
3565783,coxld111,473.0,0,0,1,가전제품,"직거래,택배",55,0,1
3566046,경el,699.0,1,0,4,"패션잡화, 패션의류","직거래,택배",119,0,0
3566187,jongminlee,337.0,0,0,3,"노트북/PC, 모바일/태블릿","직거래,택배",17,0,0
3566799,옷장췤,455.0,0,0,1,가전제품,택배,46,0,0
3566965,aaaamo,444.0,1,0,1,가전제품,직거래,42,0,1
3567128,가죽케이스,846.0,64,7,1,모바일/태블릿,"직거래,택배",32,0,0
3567383,하나다82,512.0,19,1,4,"패션잡화, 패션의류",택배,44,0,0
3567725,since20100,600.0,0,0,1,노트북/PC,"직거래,택배",3,0,0
3568144,지적인산새,494.0,0,0,1,모바일/태블릿,택배,12,0,0
3568275,oOomin,454.0,1,1,1,노트북/PC,택배,15,0,0
3568390,코코abc,811.0,5,3,10,"패션잡화, 패션의류","직거래,택배, 택배",154,4,2
3568653,세상모든걸,617.0,1,1,1,가전제품,"직거래,택배",15,0,0
3568847,스페이스33,727.0,51,18,48,모바일/태블릿,"직거래,택배",764,3,5
3569248,감귤쥬수,425.0,0,0,1,가전제품,"직거래,택배",39,0,0
3569362,미도리소다,295.0,1,0,1,가전제품,"직거래,택배,편의점픽업",32,0,0
3569467,달뇽이525255,417.0,3,0,1,패션잡화,택배,21,0,0
3569727,samsitive,532.0,0,0,1,모바일/태블릿,직거래,26,0,1
3569738,aeri7210,648.0,6,0,1,노트북/PC,"직거래,택배",91,0,0
3570725,김뱅뱅뱅뱅뱅,312.0,0,0,1,패션잡화,"직거래,택배",15,0,0
3570903,mercury220,419.0,0,0,1,모바일/태블릿,택배,5,0,1
3570935,ecosp86,603.0,0,0,1,노트북/PC,"직거래,택배",17,0,2
3570969,전북대패션왕,500.0,1,0,1,패션의류,택배,164,0,0
3571016,페르난다,585.0,0,0,2,가전제품,"직거래,택배",292,1,7
3571063,사랑이369,382.0,0,2,3,패션의류,택배,29,0,1
3571073,피곤한아침,415.0,0,0,1,가전제품,"직거래,택배",60,0,0
3571103,tjsdyd5583,435.0,2,0,1,패션잡화,"직거래,택배",7,0,0
3571418,salad준,926.0,10,0,2,"노트북/PC, 모바일/태블릿","직거래,택배,편의점픽업",172,1,0
3571444,novacek,527.0,0,0,1,패션잡화,"직거래,택배",16,0,0
3571731,민호리,299.0,0,0,1,노트북/PC,직거래,32,0,0
3572111,범빛,614.0,1,2,2,노트북/PC,"직거래,택배",97,0,4
3572608,태영kwak,458.0,0,0,2,모바일/태블릿,"직거래,택배",34,2,0
3572899,overclass9,448.0,0,0,1,노트북/PC,"직거래,택배",48,0,0
3573017,우나인2,543.0,1,0,1,가전제품,직거래,110,1,0
3573263,꼭사고말거얌,254.0,0,0,1,노트북/PC,"직거래,택배",6,0,0
3573394,내맘처음으로,751.0,61,8,1,가전제품,택배,2,0,0
3573592,딘드밀리족,542.0,0,0,1,패션의류,"직거래,택배,편의점픽업",16,0,0
3573728,hdhdhshsh,545.0,0,0,2,노트북/PC,"직거래,택배",28,0,1
3574518,미소짓자,564.0,0,0,1,패션잡화,택배,4,0,0
3574939,PIKA2,535.0,4,20,3,패션잡화,택배,358,1,14
3575380,byunpak,272.0,0,0,3,패션잡화,택배,11,0,0
3575500,addgt55,284.0,0,0,1,노트북/PC,직거래,69,1,1
3575559,화장품덕후정원양,240.0,0,0,1,패션잡화,택배,4,0,0
3576003,park100,631.0,1,5,2,패션의류,"직거래,택배",24,0,0
3576082,Deadpooool,481.0,3,0,1,가전제품,"직거래,택배",16,0,0
3576579,나이트오빠,544.0,0,2,6,"노트북/PC, 모바일/태블릿, 가전제품, 패션잡화","직거래,택배",95,0,0
3577009,담닫이,246.0,0,0,1,패션의류,택배,5,0,0
3577053,꼬미방울,680.0,2,4,6,패션잡화,택배,50,0,0
3577310,mix1217,560.0,87,67,5,가전제품,택배,103,0,1
3577780,딸래미꼬,491.0,0,4,1,패션잡화,"직거래,택배",1,0,0
3578039,jsvision,423.0,3,0,4,"노트북/PC, 가전제품",택배,45,0,0
3578042,푸른사과3,560.0,0,0,1,가전제품,직거래,129,1,1
3579218,뿌아아아앙뿡,299.0,0,0,1,모바일/태블릿,"직거래,택배,편의점픽업",6,0,0
3579771,비바람22,381.0,0,0,1,가전제품,"직거래,택배",13,0,0
3580022,짱구짱123,251.0,0,0,1,가전제품,직거래,7,0,0
3580079,에눌가능한상점,664.0,1,3,1,노트북/PC,"직거래,택배",48,0,0
3580084,고놈참e,530.0,0,1,2,노트북/PC,직거래,139,1,3
3580353,꾸럭끄럭,757.0,58,40,291,"패션잡화, 패션의류",택배,2559,2,8
3580810,쥰민아빠,298.0,0,0,1,가전제품,직거래,72,4,2
3581446,파벨네도베도,378.0,0,0,1,노트북/PC,"직거래,택배",24,0,0
3581945,구르위의구름,224.0,0,0,1,패션잡화,"직거래,택배",4,0,0
3582528,샤프한넘,720.0,13,5,6,패션잡화,"직거래,택배",195,0,2
3583267,창조미,546.0,1,1,1,노트북/PC,"직거래,택배",91,0,0
3584114,하늘수레,478.0,0,0,1,모바일/태블릿,"직거래,택배",203,1,1
3584137,ert1997,896.0,3,0,1,가전제품,"직거래,택배",37,1,2
3584144,sb발렌,274.0,0,1,2,패션의류,"직거래,택배",21,0,1
3584540,옹이쓰킴,278.0,0,0,1,패션잡화,"직거래,택배",13,0,0
3584837,하창림,383.0,2,0,1,모바일/태블릿,"직거래,택배",24,0,0
3584946,광양토리,529.0,1,0,1,노트북/PC,"직거래,택배",117,0,0
3585065,eriosto,403.0,0,0,1,패션잡화,택배,22,0,0
3585231,프림프라푸치노,560.0,1,4,5,패션의류,택배,65,0,0
3585361,찡쪼찡쪼,336.0,0,0,1,가전제품,"직거래,택배",50,1,0
3585426,하나카롱,640.0,149,6,4,"모바일/태블릿, 가전제품",택배,89,1,4
3586132,헤센스,869.0,3,0,1,가전제품,"직거래,택배",215,0,2
3586320,type1483,701.0,4,4,3,노트북/PC,"직거래,택배",55,0,0
3586498,한자로천,637.0,4,0,1,노트북/PC,직거래,75,1,0
3586792,Endlismvtg,499.0,0,0,3,"노트북/PC, 패션잡화","직거래,택배",164,0,0
3587141,신뢰와믿음판매,395.0,1,2,1,패션의류,택배,11,0,0
3587574,bbakgom,447.0,0,0,1,노트북/PC,"직거래,택배",18,0,0
3587679,나아어유,470.0,0,5,1,노트북/PC,"직거래,택배,편의점픽업",27,1,1
3588141,Greatest0,944.0,19,4,1,노트북/PC,"직거래,택배",136,0,1
3588159,seanheo,493.0,0,0,1,가전제품,택배,3,0,0
3588390,백소헌,260.0,0,0,1,모바일/태블릿,택배,3,0,0
3588499,대표저,280.0,0,0,1,노트북/PC,직거래,20,0,0
3589042,향이바라기,418.0,0,4,1,노트북/PC,"직거래,택배",60,0,1
3589075,하호허하호허,678.0,1,1,1,노트북/PC,"직거래,택배",134,1,4
3589129,리틀샤키,638.0,7,0,1,노트북/PC,"직거래,택배",19,0,0
3589249,신발덕후43,323.0,0,2,1,패션의류,"직거래,택배",11,0,1
3589337,신도리콩,268.0,0,0,1,가전제품,직거래,7,0,0
3589344,창공의꿈,485.0,2,11,1,가전제품,택배,20,0,0
3590252,미키마우스79,568.0,16,0,1,패션의류,"직거래,택배",10,0,0
3590389,supernice,713.0,18,1,1,패션잡화,"직거래,택배",46,0,0
3590634,엄달이,640.0,4,0,1,노트북/PC,"직거래,택배",22,0,0
3591187,맨트로이,528.0,1,1,3,노트북/PC,직거래,59,0,0
3591298,파인12345,513.0,0,0,1,패션의류,"직거래,택배",13,1,0
3591345,춘봉v,647.0,7,0,1,모바일/태블릿,"직거래,택배",46,0,1
3591968,머피a,247.0,0,0,1,노트북/PC,직거래,74,1,0
3592079,최저가로판매해용,792.0,6,2,54,노트북/PC,택배,3453,16,41
3592424,천풍비,533.0,1,0,1,가전제품,직거래,26,0,0
3592607,레트로잡지,668.0,0,0,2,"노트북/PC, 가전제품",택배,41,0,0
3592726,바르게12,630.0,8,0,1,노트북/PC,택배,32,0,0
3592743,동서남부,694.0,1,0,3,"노트북/PC, 모바일/태블릿","직거래,택배",51,0,0
3592886,저스티스74,258.0,0,0,1,가전제품,"직거래,택배",51,1,2
3592996,나는야디우,530.0,2,5,1,노트북/PC,"직거래,택배",2,0,0
3593060,gilmoreboy,285.0,0,0,1,노트북/PC,직거래,33,0,0
3593824,r10s,304.0,0,0,1,모바일/태블릿,"직거래,택배",118,4,3
3593859,룩북,488.0,1,1,5,패션의류,택배,44,0,1
3594020,홍원1111,214.0,0,0,1,패션잡화,"직거래,택배,편의점픽업",51,0,1
3594152,veel1004,421.0,0,1,4,패션의류,"직거래,택배",79,0,0
3594848,온색,750.0,7,0,2,노트북/PC,"직거래,택배",30,0,0
3594966,미리미밍,576.0,0,1,1,노트북/PC,"직거래,택배",89,2,5
3595439,bbangguei,203.0,0,0,1,노트북/PC,택배,7,0,0
3595817,기쁨이슬픔이,489.0,0,0,1,패션잡화,택배,5,0,0
3595967,영조킹,374.0,0,0,3,패션잡화,"직거래,택배",30,0,1
3596021,슬러거스,431.0,0,0,1,가전제품,택배,22,0,0
3596508,횬디링,398.0,3,0,3,패션잡화,"직거래,택배",30,0,0
3596647,PAXXWORD,805.0,11,3,11,"패션잡화, 패션의류","직거래,택배",64,0,0
3596903,bbmm2,481.0,5,1,2,"모바일/태블릿, 패션잡화",택배,49,0,1
3597243,냐냐냐댜여어어,509.0,0,0,1,가전제품,"직거래,택배",77,0,0
3597282,나의호미커비,343.0,0,0,1,패션의류,"직거래,택배",91,0,1
3597942,꿀렁꿀렁V,346.0,1,0,1,패션잡화,직거래,27,0,1
3598245,BBEESSTT,584.0,8,3,5,"가전제품, 패션잡화, 패션의류","직거래,택배",151,1,4
3598405,리치앤H,714.0,5,0,8,"모바일/태블릿, 가전제품, 패션잡화","직거래,택배, 택배",138,0,0
3598588,matinkeem,322.0,1,0,2,패션의류,"직거래,택배",17,0,1
3599059,나니키즈,280.0,0,0,1,가전제품,"직거래,택배",3,0,0
3599766,inVeN,419.0,0,0,1,가전제품,택배,116,1,1
3600327,깐바스,626.0,20,27,2,가전제품,"직거래,택배",15,0,0
3600559,jhk4076,410.0,1,0,2,노트북/PC,"직거래,택배",53,0,1
3601617,라스트오더001,673.0,3,1,1,노트북/PC,택배,34,0,0
3601935,zzzzzx,327.0,0,0,1,패션잡화,"직거래,택배",28,0,0
3602016,악마엔천사,473.0,0,0,1,모바일/태블릿,직거래,167,1,4
3602495,johnss,394.0,8,2,1,가전제품,"직거래,택배",21,0,0
3602523,고수임다,630.0,1,0,1,모바일/태블릿,택배,7,0,0
3602701,차를치면카톡,863.0,7,0,2,노트북/PC,"직거래,택배",116,0,1
3602990,가보자붕붕,603.0,0,1,1,모바일/태블릿,"직거래,택배",86,0,0
3603191,moo0n,519.0,1,0,2,패션의류,택배,15,1,0
3603462,리콜119,527.0,12,0,3,노트북/PC,"직거래,택배",10,0,0
3603805,우티빈티지,728.0,7,7,10,패션의류,택배,69,0,0
3604120,클라우드0211,664.0,3,0,1,노트북/PC,택배,19,0,0
3604252,쿨거래꿀거래,337.0,0,0,1,가전제품,직거래,26,0,0
3604630,전상품무료배송,667.0,84,34,8,패션잡화,택배,223,0,0
3604733,봐우,612.0,15,0,1,가전제품,"직거래,택배",249,2,4
3605057,매너와사람,533.0,0,0,1,가전제품,"직거래,택배",87,1,0
3605573,고토회복1,652.0,19,4,18,"가전제품, 패션잡화, 패션의류","택배, 직거래,택배",294,0,0
3605655,록키마리오,814.0,1,0,1,가전제품,택배,60,0,0
3606080,푸돌이78,478.0,0,0,3,가전제품,"직거래,택배, 직거래",100,0,0
3606704,매켄지,510.0,4,0,1,패션의류,택배,22,0,0
3606705,쇼핑나인스,608.0,2,0,3,"노트북/PC, 가전제품","직거래,택배",119,1,2
3606851,starcraftp,605.0,16,3,3,"노트북/PC, 모바일/태블릿",택배,50,0,0
3606887,쫑이하나달이,522.0,0,0,1,모바일/태블릿,택배,6,0,0
3608012,마카롱마카롱,592.0,8,33,11,패션의류,택배,183,0,2
3608060,구름구름꿀,523.0,1,0,1,가전제품,"직거래,택배,편의점픽업",27,1,0
3608264,댜망,416.0,0,0,1,노트북/PC,"직거래,택배",21,0,0
3608720,올드스쿨의정부,647.0,1,0,3,"패션잡화, 패션의류",택배,237,0,2
3608860,트윈111,482.0,0,0,1,패션잡화,택배,83,0,1
3609008,할리7,492.0,0,0,2,"모바일/태블릿, 가전제품","직거래,택배",47,0,0
3609078,kkang2307,389.0,0,0,1,노트북/PC,"직거래,택배",17,0,0
3609104,leon22,264.0,0,0,1,가전제품,"직거래,택배",32,0,0
3609299,키다리4,361.0,0,0,1,가전제품,직거래,18,0,0
3609517,은하수하늘빛,514.0,0,0,1,패션잡화,택배,25,0,1
